Code,Name,Description,Alternate Code,Label List,Enable Inventory,Unit Of Measure,Barcode,Manufacturer Code,Brand,Is Manual Order Approval Needed,Height,Width,Length,Weight,Is Archived,Internal Notes,External Notes,Tax Code,Cost Price,Sell Price Ex Tax,Sell Price Inc Tax,Minimum Stock Quantity,Override Sales GL Account Code,Override Purchase GL Account Code,Is Auto Archive When No Stock Enabled,Is Excluded From Order Consolidation,BoM Weight Calculated From Components,Photo Identifier
"PR2447","Cetaphil Pro Acne Prone Oil Control Foam Face Wash 236mL","Cetaphil Pro Acne Prone Oil Control Foam Face Wash 236mL

Condition: Brand New

Cetaphil Pro Acne Prone Oil Control Foam Face Wash is specially formulated to meet the needs of oily, sensitive skin. With hydrating Glycerin and soothing Zinc Technology, this deep-cleansing formula gently washes away excess oil, shine and dirt from your face without blocking your pores or over-drying your skin. Plus, it’s hypoallergenic and free from soap, parabens and animal-origin ingredients.

Instructions & Dosage
Store below 25°C

Ingredients
Aqua, Zinc Coceth Sulfate, Glycerin, Peg-75, Amyl Cinnamal, Benzyl Benzoate, Citronellol, Dipotassium Glycyrrhizate, Disodium Edta, Geraniol, Hydroxycitronellal, Linalool, Peg-7 Glyceryl Cocoate, Peg-40 Hydrogenated Castor Oil, Peg-200 Hydrogenated Glyceryl Palmate, Sodium Benzoate, Zinc Gluconate, Parfum. FIL.0524.V00","SL1275",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1275_1.jpg;SL1275_2.jpg
"PR2448","Cetaphil Gentle Skin Cleanser 500ml","Cetaphil Gentle Skin Cleanser 500ml

Condition: Brand New

Description
Maintain clean and hydrated skin using Cetaphil Gentle Skin Cleanser’s soothing cleansing formula for the face and body. Suitable for all skin types, this hypoallergenic cleanser features a blend of Glycerin, Vitamin B3 and Pro-Vitamin B5 to effectively remove dirt and makeup while providing continuous hydration and preserving your skin’s natural moisture barrier.

Instructions & Dosage
Store below 30°C.

Active Ingredients
Aqua, Glycerin, Cetearyl Alcohol, Panthenol, Niacinamide, Pantolactone, Xanthan Gum, Sodium Cocoyl Isethionate, Sodium Benzoate, Citric Acid. FIL.1747.V00","SL1276",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1276_1.jpg;SL1276_2.jpg
"PR2449","Cetaphil Gentle Skin Cleanser 1L, For Face & Body Care","Cetaphil Gentle Skin Cleanser 1L, For Face & Body Care

Condition: Brand New

Product Description
Suitable for all skin types, this hypoallergenic cleanser features a blend of Glycerin, Vitamin B3 and Pro-Vitamin B5 to effectively remove dirt and makeup while providing continuous hydration and preserving your skin’s natural moisture barrier.

Instructions & Dosage
Store below 30°C.

Active Ingredients
Aqua, Glycerin, Cetearyl Alcohol, Panthenol, Niacinamide, Pantolactone, Xanthan Gum, Sodium Cocoyl Isethionate, Sodium Benzoate, Citric Acid. FIL.1747.V00","SL1277",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1277_1.jpg;SL1277_2.jpg
"PR2450","Cetaphil Gentle Skin Cleanser 125mL, For Face & Body Care","Cetaphil Gentle Skin Cleanser 125mL, For Face & Body Care

Condition: Brand New

Product Description
Maintain clean and hydrated skin using Cetaphil Gentle Skin Cleanser’s soothing cleansing formula for the face and body. Suitable for all skin types, this hypoallergenic cleanser features a blend of Glycerin, Vitamin B3 and Pro-Vitamin B5 to effectively remove dirt and makeup while providing continuous hydration and preserving your skin’s natural moisture barrier.

Instructions & Dosage
Store below 30°C.

Active Ingredients
Aqua, Glycerin, Cetearyl Alcohol, Panthenol, Niacinamide, Pantolactone, Xanthan Gum, Sodium Cocoyl Isethionate, Sodium Benzoate, Citric Acid. FIL.1747.V00","SL1278",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1278_1.jpg;SL1278_2.jpg
"PR2451","Cetaphil Gentle Cleansing Bar 127g","Cetaphil Gentle Cleansing Bar 127g

Condition: Brand New

Product Description:
Developed with dermatologists for everyday, gentle cleansing for all skin types.
Gentle cleansing for those who prefer a bar format
Ideal for face and body use
Softens as it gently cleanses
Lanolin and paraben free
Suitable for sensitive skin
Dermatologically tested

Ingredients:
Sodium Cocoyl Isethionate, Stearic Acid, Sodium Tallowate, Sodium Cocoate, Aqua, Sodium Stearate, Sodium Chloride, Glycerin, PEG-20, Amyl Cinnamal, Benzyl Benzoate, Benzyl Salicylate, Cinnamyl Alcohol, Citronellol, Geraniol, Hydroxycitronellal, Linalool, Parfum, Pentasodium Pentetate, Petrolatum, Sodium Ferrocyanide, Sodium Isethionate, Sodium Isostearoyl Lactylate, Sucrose Cocoate, Tetrasodium Etidronate, Titanium Dioxide

Directions:
Massage onto wet skin and rinse.","SL1279",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1279_1.jpg;SL1279_2.jpg;SL1279_3.jpg
"PR2452","Cetaphil Oily Skin Cleanser 500mL, Oily and Combination Skin","Cetaphil Oily Skin Cleanser 500mL, Oily and Combination Skin

Condition: Brand New

Product Description
Take care of your sensitive skin using Cetaphil Oily Skin Cleanser’s gentle cleansing formula. With a new ingredient blend featuring Vitamin B3 and Pro-Vitamin B5, this non-comedogenic foaming gel deeply cleanses and minimises pores while respecting your skin’s natural moisture barrier. Plus, it’s completely free from soap, sulphates and parabens.

Instructions & Dosage
Store below 30°C.

Active Ingredients
Aqua, Glycerin, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Sodium Cocoamphoacetate, Panthenol, Niacinamide, Pantolactone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Parfum, Amyl Cinnamal, Citronellol, Geraniol, Hydroxycitronellal, Linalool, Sodium Chloride, Citric Acid. FIL.1744.V00","SL1280",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1280_1.jpg;SL1280_2.jpg
"PR2453","Benzac AC Moderate Strength 5% Acne Wash 200mL, Body Wash","Benzac AC Moderate Strength 5% Acne Wash 200mL, Body Wash

Condition: Brand New

Product Description
Benzac AC Moderate Strength 5% Acne Wash is an effective wash for treating acne on your chest and back. With antimicrobial Benzoyl Peroxide and Acrylates Copolymer (AC) technology to soak up excess oils and release Glycerin, this wash kills the breakout-causing P. acnes bacteria and clears pores, blackheads and whiteheads while rehydrating your skin at the same time. Use in the shower as the first step in your three-step acne-fighting routine.

Instructions & Dosage
Simply use in the shower as the first step in your three-step acne routine, washing your chest and back (but you can also use it on your face): wet the area you want to cleanse, work into a lather, apply then leave for 30 seconds before washing off and patting dry. Follow with your acne treatment of choice before finishing by applying a moisturiser.

Start off using Benzac AC Moderate Strength 5% Acne Wash once daily, before working up to twice-daily applications. During the first weeks of treatment, a sudden increase in peeling will occur in most people; this will normally subside within a day or two if treatment is temporarily stopped.","SL1281",,Y,Each,,,"Benzac",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1281_1.jpg;SL1281_2.jpg
"PR2454","Cetaphil Gentle Foaming Cleanser 236mL","Cetaphil Gentle Foaming Cleanser 236mL

Condition: Brand New

Description
Cetaphil Gentle Foaming Cleanser is mild and hypoallergenic, specially formulated to gently cleanse your skin while respecting its natural moisture balance. Infused with hydrating Glycerin, Vitamin E and Pro-Vitamin B5, its soap-free, fragrance-free formula helps improve the resilience of your skin and is proven to defend against all five signs of skin sensitivity. Suitable for all skin types.

Instructions & Dosage
Store below 30°C.

Active Ingredients
Aqua, Coco-Glucoside, Cocamidopropyl Betaine, Betaine, Glycerin, Citric Acid, Isopropyl Alcohol, Panthenol, Pantolactone, Phenoxyethanol, Polyquaternium-10, Polysorbate 20, Sodium Benzoate, Tocopheryl Acetate. FIL.1554.V00","SL1282",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1282_1.jpg;SL1282_2.jpg;SL1282_3.jpg
"PR2455","Cetaphil Daily Facial Cleanser 236mL","Cetaphil Daily Facial Cleanser 236mL

Condition: Brand New

Description
Cetaphil Daily Facial Cleanser’s gentle, soap-free gel formula is ideal for normal to oily, sensitive skin. This fragrance-free foaming cleanser contains hydrating Glycerin, Niacinamide and Panthenol to deliver a deep clean while respecting your skin’s protective moisture barrier. Suitable for everyday use, it’s specially developed to help improve the resilience of sensitive skin.

Instructions & Dosage
Store below 30°C

Active Ingredients
Aqua, Glycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Sodium Chloride, Sodium Cocoamphoacetate, Panthenol, Pantolactone, Niacinamide, Citric Acid. Fil.1800.V00","SL1283",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1283_1.jpg;SL1283_2.jpg
"PR2456","Cetaphil Gentle Skin Cleanser 250mL, For Face & Body Care","Cetaphil Gentle Skin Cleanser 250mL, For Face & Body Care

Condition: Brand New

Description
Maintain clean and hydrated skin using Cetaphil Gentle Skin Cleanser’s soothing cleansing formula for the face and body. Suitable for all skin types, this hypoallergenic cleanser features a blend of Glycerin, Vitamin B3 and Pro-Vitamin B5 to effectively remove dirt and makeup while providing continuous hydration and preserving your skin’s natural moisture barrier.

Instructions & Dosage
Store below 30°C.

Active Ingredients
Aqua, Glycerin, Cetearyl Alcohol, Panthenol, Niacinamide, Pantolactone, Xanthan Gum, Sodium Cocoyl Isethionate, Sodium Benzoate, Citric Acid. FIL.1747.V00","SL1284",,Y,Each,,,"Cetaphil",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1284_1.jpg;SL1284_2.jpg
"PR2457","Natio Gentle Foaming Facial Cleanser 100g","Natio Gentle Foaming Facial Cleanser 100g

Condition: Brand New

Description
Purify your skin with this mild yet efficient soap-free cleanser, enriched with nourishing plant extracts. The extra low-foam, PH neutral formulation cleanses away impurities while supporting your skin’s comfortable moisture balance. For all skin types.

Moisten hands, gently lather cleanser into palms and massage onto damp face and neck. Avoid eye area. Rinse thoroughly. Follow with your favourite Natio toner, serum and moisturiser.

Water (Aqua), Stearic Acid, Propylene Glycol, Glycerin, PEG-7 Glyceryl Cocoate, Calendula Officinalis Flower Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea Butter) Fruit, Aniba Rosaeodora (Rosewood) Wood Oil, Santalum Album (Sandalwood) Oil, Citrus Medica Limonum (Lemon) Peel Oil, Fragrance (Parfum), Carbomer, Phenoxyethanol, Methylparaben, Propylparaben, Disodium EDTA, Potassium Hydroxide.","SL1285",,Y,Each,,,"Natio",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1285_1.jpg
"PR2458","Natio Gentle Facial Cleanse Oil 125ml","Natio Gentle Facial Cleanse Oil 125ml

Condition: Brand New

Description
Gently dissolve away makeup and impurities without compromising your skins delicate oil balance with this caring Cleansing Oil. Formulated with a nourishing blend of plant oils and enriched with Vitamins A and E, the emulsifying formulation removes even long lasting makeup to leave skin feeling pure, supple and comfortably hydrated.  For all skin types.","SL1286",,Y,Each,,,"Natio",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1286_1.jpg
"PR2459","Natio for Men Daily Face Wash 150g","Natio for Men Daily Face Wash 150g

Condition: Brand New

Description
Specially formulated for the needs of today's modern man, this daily gel foam clears away the daily dirt, grime and impurities that come with an active and outdoors lifestyle. Helps defend skin against congestion, soothes and nourishes with natural plant ingredients.

KEY NATURALS

Lavender, Lemon and Bergamot.

INGREDIENTS

Water (Aqua), Cocamidopropyl Betaine, Sodium Laureth Sulfate, Glycerin, Cocamide DEA, Polysorbate-20, Caprylyl Glycol, Phenoxetol, Sodium PCA, Citric Acid, Sodium Chloride, Fragrance (Parfum), Citrus Limon Peel (Lemon) Oil, Citrus Aurantium Bergamia Fruit (Bergamot) Oil, Lavandula Angustifolia Herb (Lavender) Oil, Styrax Benzoin Gum.

DIRECTIONS

Lather onto a wet face, then rinse. Repeat morning and night.

TIP: Daily cleansing will help improve your skin’s condition as well as the prevention of blackheads and blemishes.","SL1287",,Y,Each,,,"Natio",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1287_1.jpg
"PR2460","Natio Men Face Wash 50ml","Natio Men Face Wash 50ml

Condition: Brand New

Description 

Specially formulated for the needs of today's modern man, this daily gel foam clears away the daily dirt, grime and impurities that come with an active and outdoors lifestyle. Helps defend skin against congestion, soothes and nourishes with natural plant ingredients.

Directions 

Lather onto a wet face, then rinse. Repeat morning and night.

TIP: Daily cleansing will help improve your skin’s condition as well as the prevention of blackheads and blemishes.

Ingredients 

Water (Aqua), Cocamidopropyl Betaine, Sodium Laureth Sulfate, Glycerin, Cocamide DEA, Polysorbate-20, Caprylyl Glycol, Phenoxyethanol, Sodium PCA, Citric Acid, Sodium Chloride, Fragrance (Parfum), Citrus Limon Peel (Lemon) Oil, Citrus Aurantium Bergamia Fruit (Bergamot) Oil, Lavandula Angustifolia Herb (Lavender) Oil, Styrax Benzoin Gum.","SL1288",,Y,Each,,,"Natio",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1288_1.jpg
"PR2461","Natio Calm Delicate Care Cleans Milk 200ml","Natio Calm Delicate Care Cleans Milk 200ml

Condition: Brand New

Description

A calming cleanser for delicate skin, this extra gentle milk works with Calendula and Oat extracts to help soothe and reduce the appearance of redness during cleansing. Aloe cools and hydrates. Fragrance-free and sensitivity tested. Made in Australia.

Ingredients

Water (Aqua), Caprylic-Capric Triglyceride, Glycerin, Decyl Glucoside, Cetearyl Alcohol, Sodium Lauroyl Sarcosinate, Aloe Barbadensis Leaf Juice, Octyldodecanol, PEG-100 Stearate, Calendula Officinalis Flower Extract, Sodium Hyaluronate, Avena Sativa (Oat) Kernel Extract, Carbomer, Phenoxyethanol, Ethylhexylglycerin, Sodium Hydroxide, Xanthan Gum, Disodium EDTA.","SL1289",,Y,Each,,,"Natio",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1289_1.jpg
"PR2462","Natio Rosewater Hydration Gentle Cream-Gel Face Cleanser 100ml","Natio Rosewater Hydration Gentle Cream-Gel Face Cleanser 100ml

Condition: Brand New

Description
This soothing, effective and unique cream-gel cleanser quickly and easily removes makeup and impurities whilst helping skin to remain calm, supple and moist. The delicate, no foam formulation works with the synergy of gentle, balancing Rosewater and antioxidant plant nutrients and oils to support skin purity and hydration, also priming skin to absorb and balance the moisture that follows. For all skin types.

KEY NATURALS

Rosewater, Sweet Almond, Sesame and Apricot Kernel.

INGREDIENTS

Water (Aqua), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Rosewater, Caprylic/Capric Triglyceride, Glycerin, Sesamum Indicum (Sesame) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Rose Oil (Damascena), Tocopheryl Acetate, Phenoxyethanol, Hydroxyacetophenone, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Disodium EDTA, Beta-Carotene.

DIRECTIONS

﻿Apply to damp skin and gently massage in a circular motion. Rinse or wipe away with a soft face cloth or cotton pad.","SL1290",,Y,Each,,,"Natio",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1290_1.jpg
"PR2463","NIVEA Protect & Moisture Moisture Lock SPF50+ Sunscreen Lotion 100ml","NIVEA Protect & Moisture Moisture Lock SPF50+ Sunscreen Lotion 100ml

Condition: Brand New

Description
NIVEA SUN Protect & Moisture Moisture Lock SPF50+ Sunscreen Lotion cares for you in more ways than one with 5in1 protection. With broad spectrum protection and a moisturising formula, this sunscreen protects you from harmful UV rays whilst nourishing your skin. With the use of NIVEA SUN Protect & Moisture Moisture Lock SPF50+ Sunscreen Lotion you can expect UVA & UVB protection against skin ageing and sunburn, plus 4 hour water resistance. It has a moisturising formula with Panthenol and Vitamin E to help protect the skin from the drying effects of the sun and is dermatologically tested. Also available in 200ml, 400ml and 1L sizes. Made in Australia.","SL1291",,Y,Each,,,"Natio",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1291_1.jpg;SL1291_2.jpg
